TransactionID,Date,Product_Name,Category,Supplier,Units_Ordered,Units_Received,Units_Sold,Stock_On_Hand,Lead_Time_Days,Stockout_Flag,Region
SCL03205,11/02/2024,Potatoes 2kg,Produce,Bidco Africa,110,109,79,84,17,No,Ngong Road
SCL03206,25/05/2024,Omo 1kg,Detergent,Chandaria Industries,318,277,239,84,21,No,Kiambu
SCL03207,14/10/2024,Unga Jogoo 2kg,Flour,KFC Supply,364,339,267,78,11,No,Eastleigh
SCL03208,08/06/2024,Colgate 100g,Personal Care,Unga Group,293,278,226,117,13,No,Karen
SCL03209,19/12/2023,Cooking Oil 2L,Oil,Bakeries Ltd,96,93,54,54,13,No,Mombasa Road
SCL03210,14/04/2024,Colgate 100g,Personal Care,Twiga Foods,359,358,348,96,17,No,Mombasa Road
SCL03211,30/07/2024,Ketepa Tea 100bags,Tea,KFC Supply,479,463,461,43,16,No,Westlands
SCL03212,23/11/2024,Tomatoes 1kg,Produce,Bidco Africa,354,317,283,52,2,No,Thika Road
SCL03213,27/10/2023,Tomatoes 1kg,Produce,Brookside Dairy,379,325,65,311,13,No,Kiambu
SCL03214,01/06/2024,Chicken 1kg,Meat,KWAL,264,241,169,143,19,No,Westlands
SCL03215,09/09/2023,Eggs Tray 30,Eggs,Pembe Flour,492,472,448,52,14,No,Eastleigh
SCL03216,15/06/2023,Bread 400g,Bakery,Chandaria Industries,248,231,224,91,13,No,Eastleigh
SCL03217,27/06/2023,Indomie Noodles,Noodles,KWAL,170,159,99,80,13,No,Thika Road
SCL03218,04/08/2023,Bread 400g,Bakery,Chandaria Industries,486,418,328,100,11,No,Eastleigh
SCL03219,10/01/2024,Sugar 2kg,Grocery,Chandaria Industries,391,359,228,214,11,No,Eastleigh
SCL03220,04/05/2023,Omo 1kg,Detergent,Brookside Dairy,460,417,32,472,5,No,Eastleigh
SCL03221,08/06/2024,Tomatoes 1kg,Produce,Chandaria Industries,487,416,292,125,9,No,Kiambu
SCL03222,19/10/2024,Unga Jogoo 2kg,Flour,Bidco Africa,381,377,107,339,6,No,Ngong Road
SCL03223,31/05/2023,Cooking Oil 2L,Oil,Chandaria Industries,490,442,90,425,10,No,Mombasa Road
SCL03224,22/11/2023,Chicken 1kg,Meat,Bakeries Ltd,141,121,74,113,7,No,Karen
SCL03225,06/04/2023,Tomatoes 1kg,Produce,Export Trading Group,275,249,244,49,18,No,Westlands
SCL03226,05/06/2023,Cooking Oil 2L,Oil,Pembe Flour,479,468,367,115,18,No,Kiambu
SCL03227,13/12/2023,Indomie Noodles,Noodles,Chandaria Industries,167,151,115,79,9,No,Karen
SCL03228,07/12/2023,Bread 400g,Bakery,Export Trading Group,267,258,258,11,11,Yes,Thika Road
SCL03229,25/06/2023,Ketepa Tea 100bags,Tea,Chandaria Industries,258,227,72,169,11,No,Westlands
SCL03230,04/04/2023,Ketepa Tea 100bags,Tea,Export Trading Group,85,74,64,81,21,No,Mombasa Road
SCL03231,28/11/2024,Brookside Milk 500ml,Dairy,KWAL,268,268,64,255,5,No,Kiambu
SCL03232,27/06/2023,Brookside Milk 500ml,Dairy,Export Trading Group,494,453,166,367,3,No,Ngong Road
SCL03233,01/09/2023,Eggs Tray 30,Eggs,Twiga Foods,452,406,294,152,17,No,Mombasa Road
SCL03234,04/03/2024,Rice 2kg,Grain,Export Trading Group,265,246,36,284,14,No,Thika Road
SCL03235,19/10/2023,Tomatoes 1kg,Produce,Twiga Foods,440,381,106,340,8,No,Eastleigh
SCL03236,19/03/2024,Chicken 1kg,Meat,Brookside Dairy,424,404,225,251,19,No,Mombasa Road
SCL03237,12/12/2024,Rice 2kg,Grain,Brookside Dairy,396,338,103,323,9,No,Karen
SCL03238,22/06/2024,Rice 2kg,Grain,Brookside Dairy,107,105,98,84,5,No,Thika Road
SCL03239,16/07/2023,Cooking Oil 2L,Oil,Twiga Foods,113,101,40,138,9,No,Kiambu
SCL03240,29/12/2023,Chicken 1kg,Meat,Export Trading Group,424,403,142,332,5,No,Kiambu
SCL03241,25/12/2024,Indomie Noodles,Noodles,Bakeries Ltd,120,108,88,89,5,No,Thika Road
SCL03242,30/11/2024,Colgate 100g,Personal Care,Chandaria Industries,285,280,237,132,11,No,Mombasa Road
SCL03243,14/12/2023,Indomie Noodles,Noodles,Chandaria Industries,51,51,31,54,16,No,Ngong Road
SCL03244,24/01/2023,Colgate 100g,Personal Care,Bidco Africa,341,306,207,160,2,No,Mombasa Road
SCL03245,06/06/2023,Bread 400g,Bakery,Unga Group,377,370,77,383,19,No,Thika Road
SCL03246,07/10/2023,Unga Jogoo 2kg,Flour,KFC Supply,243,238,83,217,16,No,Westlands
SCL03247,19/01/2023,Pampers Size 4,Baby,Pembe Flour,487,436,397,51,12,No,Eastleigh
SCL03248,07/06/2024,Indomie Noodles,Noodles,KWAL,73,66,49,23,20,Yes,Karen
SCL03249,06/01/2024,Cooking Oil 2L,Oil,Unga Group,230,215,98,170,13,No,Mombasa Road
SCL03250,16/08/2024,Tomatoes 1kg,Produce,KWAL,403,371,31,359,4,No,Eastleigh
SCL03251,03/08/2024,Sugar 2kg,Grocery,Chandaria Industries,108,94,60,120,10,No,Mombasa Road
SCL03252,08/10/2023,Ketepa Tea 100bags,Tea,Twiga Foods,50,43,39,71,13,No,Ngong Road
SCL03253,03/08/2024,Potatoes 2kg,Produce,KFC Supply,284,269,192,116,18,No,Karen
SCL03254,13/03/2024,Pampers Size 4,Baby,Twiga Foods,384,351,198,225,6,No,Westlands
SCL03255,21/07/2024,Unga Jogoo 2kg,Flour,Unga Group,401,375,341,64,8,No,Ngong Road
SCL03256,02/12/2024,Chicken 1kg,Meat,Bidco Africa,260,246,50,266,8,No,Westlands
SCL03257,25/01/2023,Sugar 2kg,Grocery,Brookside Dairy,114,112,84,67,6,No,Eastleigh
SCL03258,17/09/2023,Potatoes 2kg,Produce,Brookside Dairy,289,271,75,198,4,No,Kiambu
SCL03259,04/01/2023,Indomie Noodles,Noodles,Pembe Flour,481,425,338,98,18,No,Ngong Road
SCL03260,29/10/2023,Colgate 100g,Personal Care,Export Trading Group,69,62,40,58,9,No,Kiambu
SCL03261,07/08/2023,Pampers Size 4,Baby,Export Trading Group,491,469,134,358,9,No,Ngong Road
SCL03262,16/12/2024,Eggs Tray 30,Eggs,Bakeries Ltd,317,277,220,80,18,No,Ngong Road
SCL03263,17/07/2023,Brookside Milk 500ml,Dairy,Bakeries Ltd,117,111,84,70,15,No,Westlands
SCL03264,05/12/2023,Pampers Size 4,Baby,Bidco Africa,236,205,110,139,19,No,Eastleigh
SCL03265,09/03/2024,Omo 1kg,Detergent,Twiga Foods,219,197,108,144,3,No,Westlands
SCL03266,04/04/2024,Pampers Size 4,Baby,Bidco Africa,142,125,44,132,21,No,Thika Road
SCL03267,26/05/2024,Pampers Size 4,Baby,Bakeries Ltd,384,356,263,193,17,No,Mombasa Road
SCL03268,09/12/2023,Indomie Noodles,Noodles,Unga Group,340,297,281,61,11,No,Ngong Road
SCL03269,23/12/2023,Brookside Milk 500ml,Dairy,Pembe Flour,331,328,211,123,7,No,Karen
SCL03270,10/03/2024,Eggs Tray 30,Eggs,Unga Group,313,297,200,189,20,No,Mombasa Road
SCL03271,03/03/2023,Cooking Oil 2L,Oil,Export Trading Group,327,308,286,79,20,No,Thika Road
SCL03272,26/01/2024,Ketepa Tea 100bags,Tea,Unga Group,437,385,221,230,2,No,Westlands
SCL03273,24/10/2023,Unga Jogoo 2kg,Flour,KWAL,422,360,172,222,6,No,Karen
SCL03274,11/11/2023,Chicken 1kg,Meat,Chandaria Industries,161,147,32,159,14,No,Westlands
SCL03275,09/08/2024,Unga Jogoo 2kg,Flour,Bakeries Ltd,389,357,115,329,9,No,Karen
SCL03276,25/04/2023,Colgate 100g,Personal Care,Brookside Dairy,68,66,65,51,17,No,Eastleigh
SCL03277,11/11/2023,Omo 1kg,Detergent,Bidco Africa,282,269,250,51,18,No,Mombasa Road
SCL03278,13/02/2024,Brookside Milk 500ml,Dairy,KWAL,95,92,82,19,11,Yes,Mombasa Road
SCL03279,17/01/2023,Omo 1kg,Detergent,Unga Group,166,160,141,69,14,No,Ngong Road
SCL03280,21/07/2024,Rice 2kg,Grain,Brookside Dairy,195,167,156,53,14,No,Westlands
SCL03281,25/01/2023,Eggs Tray 30,Eggs,KFC Supply,298,273,94,260,2,No,Kiambu
SCL03282,07/12/2023,Unga Jogoo 2kg,Flour,Export Trading Group,91,90,86,74,15,No,Karen
SCL03283,06/04/2023,Bread 400g,Bakery,Bakeries Ltd,394,392,42,450,20,No,Mombasa Road
SCL03284,06/11/2023,Rice 2kg,Grain,Bidco Africa,282,254,199,128,6,No,Eastleigh
SCL03285,02/02/2024,Sugar 2kg,Grocery,Brookside Dairy,424,380,260,158,14,No,Mombasa Road
SCL03286,26/10/2024,Unga Jogoo 2kg,Flour,Pembe Flour,343,315,188,135,2,No,Eastleigh
SCL03287,05/12/2023,Cooking Oil 2L,Oil,Brookside Dairy,158,142,108,109,19,No,Mombasa Road
SCL03288,18/01/2024,Bread 400g,Bakery,Export Trading Group,144,135,32,146,13,No,Ngong Road
SCL03289,13/01/2023,Eggs Tray 30,Eggs,KFC Supply,400,361,213,226,15,No,Westlands
SCL03290,04/01/2023,Omo 1kg,Detergent,Brookside Dairy,270,248,54,256,17,No,Kiambu
SCL03291,11/08/2024,Pampers Size 4,Baby,KFC Supply,359,354,319,49,15,No,Karen
SCL03292,15/06/2024,Unga Jogoo 2kg,Flour,Chandaria Industries,58,51,31,116,19,No,Eastleigh
SCL03293,23/07/2024,Omo 1kg,Detergent,KWAL,120,113,88,48,7,No,Kiambu
SCL03294,08/05/2023,Bread 400g,Bakery,Bakeries Ltd,142,130,97,79,21,No,Eastleigh
SCL03295,08/11/2024,Eggs Tray 30,Eggs,Twiga Foods,202,183,117,73,3,No,Westlands
SCL03296,18/08/2023,Unga Jogoo 2kg,Flour,Brookside Dairy,71,61,38,85,3,No,Karen
SCL03297,28/05/2023,Sugar 2kg,Grocery,Unga Group,122,120,105,37,17,No,Thika Road
SCL03298,22/12/2023,Indomie Noodles,Noodles,Brookside Dairy,423,367,134,325,11,No,Ngong Road
SCL03299,17/07/2024,Bread 400g,Bakery,Export Trading Group,396,379,375,67,6,No,Westlands
SCL03300,10/03/2024,Cooking Oil 2L,Oil,Unga Group,125,122,111,39,20,No,Karen
SCL03301,06/11/2023,Ketepa Tea 100bags,Tea,Unga Group,459,394,198,234,9,No,Mombasa Road
SCL03302,20/08/2024,Ketepa Tea 100bags,Tea,Pembe Flour,451,399,52,364,3,No,Eastleigh
SCL03303,26/09/2023,Unga Jogoo 2kg,Flour,Brookside Dairy,311,281,58,260,6,No,Ngong Road
SCL03304,22/11/2023,Indomie Noodles,Noodles,Export Trading Group,382,339,186,226,11,No,Westlands
SCL03305,17/05/2024,Tomatoes 1kg,Produce,Pembe Flour,448,447,349,128,3,No,Thika Road
SCL03306,24/10/2024,Tomatoes 1kg,Produce,Unga Group,100,90,55,49,20,No,Ngong Road
SCL03307,16/05/2024,Potatoes 2kg,Produce,Bidco Africa,223,222,31,231,20,No,Eastleigh
SCL03308,18/11/2024,Pampers Size 4,Baby,Pembe Flour,239,216,166,145,10,No,Eastleigh
SCL03309,16/03/2024,Chicken 1kg,Meat,KFC Supply,398,372,105,360,11,No,Ngong Road
SCL03310,17/10/2023,Omo 1kg,Detergent,Chandaria Industries,373,354,341,104,16,No,Thika Road
SCL03311,31/01/2023,Chicken 1kg,Meat,Unga Group,271,259,239,54,16,No,Ngong Road
SCL03312,16/08/2023,Ketepa Tea 100bags,Tea,Chandaria Industries,200,172,69,151,12,No,Kiambu
SCL03313,29/04/2024,Chicken 1kg,Meat,KWAL,391,334,232,200,14,No,Eastleigh
SCL03314,10/01/2023,Sugar 2kg,Grocery,Twiga Foods,449,435,53,425,8,No,Eastleigh
SCL03315,18/03/2023,Brookside Milk 500ml,Dairy,Unga Group,89,88,73,44,12,No,Kiambu
SCL03316,21/02/2024,Eggs Tray 30,Eggs,Chandaria Industries,141,141,42,132,7,No,Mombasa Road
SCL03317,25/01/2023,Unga Jogoo 2kg,Flour,Export Trading Group,190,188,128,68,9,No,Westlands
SCL03318,15/07/2023,Tomatoes 1kg,Produce,Bakeries Ltd,299,276,188,104,15,No,Kiambu
SCL03319,28/10/2023,Chicken 1kg,Meat,Chandaria Industries,474,425,263,245,7,No,Ngong Road
SCL03320,12/09/2023,Sugar 2kg,Grocery,Twiga Foods,309,281,209,130,3,No,Eastleigh
SCL03321,09/02/2024,Chicken 1kg,Meat,Chandaria Industries,487,422,184,306,17,No,Mombasa Road
SCL03322,26/11/2024,Chicken 1kg,Meat,Pembe Flour,276,259,235,61,12,No,Mombasa Road
SCL03323,28/05/2023,Brookside Milk 500ml,Dairy,Unga Group,441,382,301,81,9,No,Ngong Road
SCL03324,23/01/2024,Ketepa Tea 100bags,Tea,Brookside Dairy,473,464,367,123,3,No,Westlands
SCL03325,01/03/2023,Colgate 100g,Personal Care,Bidco Africa,233,217,40,231,4,No,Westlands
SCL03326,15/11/2024,Bread 400g,Bakery,Chandaria Industries,364,333,75,260,21,No,Kiambu
SCL03327,29/09/2023,Sugar 2kg,Grocery,Pembe Flour,173,152,139,14,10,Yes,Westlands
SCL03328,20/08/2023,Bread 400g,Bakery,Export Trading Group,71,62,58,18,21,Yes,Ngong Road
SCL03329,25/03/2023,Pampers Size 4,Baby,Export Trading Group,72,65,33,106,12,No,Kiambu
SCL03330,17/04/2024,Omo 1kg,Detergent,Bidco Africa,336,321,109,270,17,No,Eastleigh
SCL03331,21/02/2024,Eggs Tray 30,Eggs,Pembe Flour,153,131,63,159,19,No,Mombasa Road
SCL03332,15/06/2024,Potatoes 2kg,Produce,Bidco Africa,229,217,203,82,12,No,Eastleigh
SCL03333,17/10/2023,Ketepa Tea 100bags,Tea,Chandaria Industries,184,170,131,130,21,No,Westlands
SCL03334,08/12/2023,Brookside Milk 500ml,Dairy,Unga Group,325,324,200,195,6,No,Kiambu
SCL03335,26/01/2023,Eggs Tray 30,Eggs,Bidco Africa,280,266,188,85,16,No,Eastleigh
SCL03336,10/05/2024,Eggs Tray 30,Eggs,Twiga Foods,308,284,269,65,20,No,Karen
SCL03337,23/05/2024,Colgate 100g,Personal Care,KWAL,303,274,116,197,14,No,Ngong Road
SCL03338,08/05/2024,Bread 400g,Bakery,KFC Supply,208,195,179,41,21,No,Ngong Road
SCL03339,04/08/2023,Cooking Oil 2L,Oil,Bidco Africa,383,383,169,269,15,No,Thika Road
SCL03340,22/05/2024,Potatoes 2kg,Produce,Chandaria Industries,237,218,99,141,10,No,Eastleigh
SCL03341,17/05/2023,Unga Jogoo 2kg,Flour,Unga Group,237,204,89,186,3,No,Karen
SCL03342,19/08/2024,Chicken 1kg,Meat,Export Trading Group,486,474,332,233,2,No,Thika Road
SCL03343,02/08/2024,Colgate 100g,Personal Care,Chandaria Industries,400,381,327,58,17,No,Ngong Road
SCL03344,04/09/2023,Brookside Milk 500ml,Dairy,Twiga Foods,59,55,43,39,15,No,Ngong Road
SCL03345,29/08/2023,Unga Jogoo 2kg,Flour,Bidco Africa,156,152,104,82,8,No,Kiambu
SCL03346,17/01/2024,Omo 1kg,Detergent,Twiga Foods,81,79,59,40,17,No,Karen
SCL03347,24/05/2023,Unga Jogoo 2kg,Flour,Unga Group,252,226,122,153,19,No,Westlands
SCL03348,31/03/2024,Cooking Oil 2L,Oil,Chandaria Industries,470,460,376,152,8,No,Kiambu
SCL03349,12/08/2024,Potatoes 2kg,Produce,Brookside Dairy,55,50,32,95,16,No,Mombasa Road
SCL03350,12/11/2024,Tomatoes 1kg,Produce,Brookside Dairy,214,189,46,146,8,No,Karen
SCL03351,12/05/2023,Tomatoes 1kg,Produce,Chandaria Industries,69,69,68,2,7,Yes,Mombasa Road
SCL03352,29/10/2024,Indomie Noodles,Noodles,Twiga Foods,149,129,91,57,12,No,Eastleigh
SCL03353,11/02/2024,Eggs Tray 30,Eggs,Bidco Africa,303,287,260,94,19,No,Eastleigh
SCL03354,12/12/2024,Rice 2kg,Grain,Bakeries Ltd,305,302,70,321,9,No,Ngong Road
SCL03355,21/02/2024,Unga Jogoo 2kg,Flour,Unga Group,441,422,239,204,21,No,Thika Road
SCL03356,11/02/2024,Unga Jogoo 2kg,Flour,Bakeries Ltd,383,329,31,340,6,No,Eastleigh
SCL03357,10/05/2023,Potatoes 2kg,Produce,Export Trading Group,80,73,30,112,16,No,Mombasa Road
SCL03358,13/10/2023,Brookside Milk 500ml,Dairy,Brookside Dairy,375,351,192,176,7,No,Karen
SCL03359,03/06/2023,Omo 1kg,Detergent,Pembe Flour,321,282,128,243,10,No,Mombasa Road
SCL03360,01/05/2024,Brookside Milk 500ml,Dairy,Pembe Flour,254,230,167,84,9,No,Mombasa Road
SCL03361,06/08/2024,Omo 1kg,Detergent,Unga Group,485,482,423,73,21,No,Thika Road
SCL03362,03/09/2024,Rice 2kg,Grain,Export Trading Group,76,75,35,109,9,No,Mombasa Road
SCL03363,29/11/2024,Brookside Milk 500ml,Dairy,Export Trading Group,460,446,248,244,19,No,Ngong Road
SCL03364,27/03/2023,Tomatoes 1kg,Produce,Export Trading Group,467,404,311,103,17,No,Westlands
SCL03365,29/02/2024,Pampers Size 4,Baby,Pembe Flour,149,142,34,141,17,No,Ngong Road
SCL03366,20/08/2023,Chicken 1kg,Meat,Export Trading Group,243,211,162,95,10,No,Thika Road
SCL03367,12/04/2024,Unga Jogoo 2kg,Flour,Export Trading Group,126,112,82,33,21,No,Karen
SCL03368,08/09/2023,Chicken 1kg,Meat,Twiga Foods,121,118,109,31,15,No,Kiambu
SCL03369,14/09/2024,Cooking Oil 2L,Oil,Unga Group,471,461,445,29,2,Yes,Karen
SCL03370,28/06/2024,Pampers Size 4,Baby,Pembe Flour,79,79,54,81,4,No,Eastleigh
SCL03371,14/04/2023,Potatoes 2kg,Produce,Chandaria Industries,161,141,57,87,18,No,Westlands
SCL03372,31/03/2023,Omo 1kg,Detergent,KWAL,172,158,128,130,15,No,Thika Road
SCL03373,17/09/2024,Chicken 1kg,Meat,Export Trading Group,218,198,185,90,9,No,Thika Road
SCL03374,27/08/2023,Unga Jogoo 2kg,Flour,Unga Group,339,313,100,229,11,No,Karen
SCL03375,03/01/2023,Unga Jogoo 2kg,Flour,Chandaria Industries,371,363,290,95,7,No,Thika Road
SCL03376,08/10/2024,Ketepa Tea 100bags,Tea,KWAL,279,245,187,129,2,No,Karen
SCL03377,06/05/2023,Potatoes 2kg,Produce,Bidco Africa,177,169,34,199,17,No,Westlands
SCL03378,19/08/2024,Potatoes 2kg,Produce,KFC Supply,189,168,105,162,15,No,Ngong Road
SCL03379,17/06/2023,Tomatoes 1kg,Produce,Twiga Foods,163,146,32,134,5,No,Karen
SCL03380,25/05/2024,Colgate 100g,Personal Care,Unga Group,127,127,80,98,7,No,Mombasa Road
SCL03381,05/02/2024,Brookside Milk 500ml,Dairy,Chandaria Industries,225,222,171,105,20,No,Ngong Road
SCL03382,24/09/2024,Cooking Oil 2L,Oil,Bidco Africa,493,446,139,351,3,No,Eastleigh
SCL03383,21/10/2024,Bread 400g,Bakery,KWAL,68,67,32,130,21,No,Eastleigh
SCL03384,13/10/2024,Colgate 100g,Personal Care,Chandaria Industries,499,472,294,246,15,No,Eastleigh
SCL03385,16/01/2023,Tomatoes 1kg,Produce,Chandaria Industries,161,156,111,132,9,No,Karen
SCL03386,29/09/2024,Bread 400g,Bakery,Chandaria Industries,209,208,73,183,5,No,Westlands
SCL03387,03/04/2023,Colgate 100g,Personal Care,Twiga Foods,194,177,114,146,4,No,Westlands
SCL03388,25/03/2024,Eggs Tray 30,Eggs,Pembe Flour,210,179,74,176,11,No,Thika Road
SCL03389,01/11/2023,Colgate 100g,Personal Care,Export Trading Group,291,277,42,291,11,No,Karen
SCL03390,04/05/2024,Indomie Noodles,Noodles,Bidco Africa,481,476,402,92,10,No,Eastleigh
SCL03391,31/08/2023,Rice 2kg,Grain,Bakeries Ltd,244,231,193,132,6,No,Karen
SCL03392,05/12/2023,Brookside Milk 500ml,Dairy,Export Trading Group,434,399,273,170,21,No,Eastleigh
SCL03393,02/06/2024,Pampers Size 4,Baby,Export Trading Group,206,187,40,150,19,No,Eastleigh
SCL03394,29/08/2023,Cooking Oil 2L,Oil,KFC Supply,488,426,419,81,17,No,Mombasa Road
SCL03395,15/08/2023,Potatoes 2kg,Produce,Chandaria Industries,395,392,64,335,17,No,Westlands
SCL03396,07/05/2024,Sugar 2kg,Grocery,Export Trading Group,449,394,314,170,14,No,Karen
SCL03397,07/05/2024,Unga Jogoo 2kg,Flour,KWAL,394,338,204,151,14,No,Westlands
SCL03398,08/07/2023,Rice 2kg,Grain,Twiga Foods,356,335,153,186,7,No,Thika Road
SCL03399,10/04/2024,Colgate 100g,Personal Care,Bidco Africa,146,142,63,139,5,No,Eastleigh
SCL03400,03/11/2023,Brookside Milk 500ml,Dairy,KWAL,352,304,112,271,7,No,Karen
SCL03401,01/09/2024,Unga Jogoo 2kg,Flour,Pembe Flour,452,391,284,157,15,No,Thika Road
SCL03402,24/09/2023,Indomie Noodles,Noodles,Unga Group,495,458,306,163,15,No,Karen
SCL03403,31/08/2024,Chicken 1kg,Meat,Pembe Flour,136,118,49,162,4,No,Eastleigh
SCL03404,24/09/2024,Sugar 2kg,Grocery,Twiga Foods,362,323,60,305,19,No,Ngong Road
SCL03405,19/10/2023,Pampers Size 4,Baby,Chandaria Industries,380,351,172,271,18,No,Kiambu
SCL03406,18/06/2024,Bread 400g,Bakery,KWAL,246,231,128,120,21,No,Eastleigh
SCL03407,27/06/2024,Eggs Tray 30,Eggs,KFC Supply,408,381,163,278,19,No,Eastleigh
SCL03408,21/02/2023,Omo 1kg,Detergent,Unga Group,342,336,289,134,11,No,Ngong Road
SCL03409,27/06/2024,Bread 400g,Bakery,Brookside Dairy,113,102,79,75,20,No,Thika Road
SCL03410,30/09/2023,Pampers Size 4,Baby,Chandaria Industries,382,331,115,243,19,No,Westlands
SCL03411,26/08/2023,Bread 400g,Bakery,Chandaria Industries,138,123,56,136,11,No,Karen
SCL03412,19/11/2023,Unga Jogoo 2kg,Flour,Unga Group,110,101,35,76,6,No,Kiambu
SCL03413,15/10/2024,Pampers Size 4,Baby,Chandaria Industries,113,113,111,88,13,No,Kiambu
SCL03414,17/09/2023,Bread 400g,Bakery,Bakeries Ltd,68,62,30,93,19,No,Westlands
SCL03415,03/01/2024,Indomie Noodles,Noodles,Twiga Foods,413,402,264,181,5,No,Kiambu
SCL03416,09/08/2024,Unga Jogoo 2kg,Flour,Brookside Dairy,357,335,219,198,13,No,Karen
SCL03417,28/09/2024,Cooking Oil 2L,Oil,KWAL,234,214,88,207,15,No,Ngong Road
SCL03418,06/11/2024,Rice 2kg,Grain,Bakeries Ltd,227,199,37,233,16,No,Ngong Road
SCL03419,03/10/2023,Eggs Tray 30,Eggs,Unga Group,386,335,150,269,21,No,Mombasa Road
SCL03420,02/04/2024,Unga Jogoo 2kg,Flour,KFC Supply,444,395,146,295,8,No,Ngong Road
SCL03421,15/01/2023,Rice 2kg,Grain,Chandaria Industries,475,466,284,245,10,No,Mombasa Road
SCL03422,28/12/2023,Brookside Milk 500ml,Dairy,Bidco Africa,407,366,351,86,14,No,Westlands
SCL03423,17/06/2023,Indomie Noodles,Noodles,KFC Supply,321,316,65,263,18,No,Ngong Road
SCL03424,12/02/2024,Colgate 100g,Personal Care,KFC Supply,67,62,36,99,9,No,Ngong Road
SCL03425,09/06/2024,Sugar 2kg,Grocery,Export Trading Group,389,354,154,286,6,No,Ngong Road
SCL03426,26/07/2023,Eggs Tray 30,Eggs,Bidco Africa,116,99,66,68,11,No,Thika Road
SCL03427,06/12/2023,Unga Jogoo 2kg,Flour,Brookside Dairy,472,423,377,92,15,No,Mombasa Road
SCL03428,17/01/2023,Bread 400g,Bakery,KWAL,231,230,47,250,10,No,Ngong Road
SCL03429,27/01/2023,Cooking Oil 2L,Oil,KFC Supply,176,168,64,111,18,No,Karen
SCL03430,08/07/2024,Brookside Milk 500ml,Dairy,Chandaria Industries,490,466,406,135,7,No,Kiambu
SCL03431,05/02/2023,Unga Jogoo 2kg,Flour,Unga Group,422,363,115,279,5,No,Mombasa Road
SCL03432,27/01/2023,Pampers Size 4,Baby,KWAL,429,401,65,430,11,No,Kiambu
SCL03433,05/11/2024,Ketepa Tea 100bags,Tea,KWAL,500,490,442,99,4,No,Thika Road
SCL03434,18/11/2023,Sugar 2kg,Grocery,KWAL,98,88,39,101,20,No,Eastleigh
SCL03435,18/03/2023,Rice 2kg,Grain,Bidco Africa,167,142,131,63,21,No,Ngong Road
SCL03436,14/03/2023,Omo 1kg,Detergent,KFC Supply,485,478,354,196,21,No,Karen
SCL03437,17/03/2024,Indomie Noodles,Noodles,Unga Group,285,245,89,171,15,No,Eastleigh
SCL03438,02/09/2023,Tomatoes 1kg,Produce,Unga Group,196,174,127,128,2,No,Eastleigh
SCL03439,22/06/2024,Indomie Noodles,Noodles,Brookside Dairy,238,236,86,214,19,No,Karen
SCL03440,20/01/2024,Brookside Milk 500ml,Dairy,Chandaria Industries,123,115,30,97,14,No,Westlands
SCL03441,19/11/2024,Unga Jogoo 2kg,Flour,Brookside Dairy,385,371,155,313,9,No,Kiambu
SCL03442,27/03/2024,Ketepa Tea 100bags,Tea,Pembe Flour,470,419,153,348,3,No,Kiambu
SCL03443,05/06/2024,Unga Jogoo 2kg,Flour,Twiga Foods,276,244,146,143,12,No,Mombasa Road
SCL03444,19/02/2024,Tomatoes 1kg,Produce,KWAL,417,397,92,320,3,No,Thika Road
SCL03445,07/05/2023,Chicken 1kg,Meat,Chandaria Industries,146,127,70,82,15,No,Thika Road
SCL03446,10/05/2023,Sugar 2kg,Grocery,Twiga Foods,306,298,261,128,17,No,Karen
SCL03447,27/09/2023,Omo 1kg,Detergent,Pembe Flour,132,113,74,42,5,No,Eastleigh
SCL03448,21/05/2023,Bread 400g,Bakery,KFC Supply,452,396,117,286,20,No,Thika Road
SCL03449,16/03/2024,Cooking Oil 2L,Oil,Brookside Dairy,299,255,181,171,9,No,Westlands
SCL03450,03/04/2024,Unga Jogoo 2kg,Flour,KWAL,337,297,215,130,9,No,Mombasa Road
SCL03451,25/12/2024,Indomie Noodles,Noodles,Unga Group,392,352,83,339,15,No,Thika Road
SCL03452,28/11/2024,Potatoes 2kg,Produce,KFC Supply,349,313,138,267,15,No,Karen
SCL03453,16/06/2024,Potatoes 2kg,Produce,Export Trading Group,431,369,255,130,16,No,Ngong Road
SCL03454,26/01/2023,Bread 400g,Bakery,Twiga Foods,295,251,92,214,13,No,Eastleigh
SCL03455,26/11/2023,Brookside Milk 500ml,Dairy,Pembe Flour,352,335,186,155,6,No,Thika Road
SCL03456,19/10/2023,Unga Jogoo 2kg,Flour,Chandaria Industries,500,444,164,333,9,No,Thika Road
SCL03457,19/05/2023,Indomie Noodles,Noodles,Chandaria Industries,444,379,146,305,21,No,Ngong Road
SCL03458,24/12/2023,Colgate 100g,Personal Care,Twiga Foods,50,43,43,29,7,Yes,Ngong Road
SCL03459,26/12/2023,Chicken 1kg,Meat,Export Trading Group,461,410,192,251,7,No,Westlands
SCL03460,04/05/2023,Chicken 1kg,Meat,Brookside Dairy,132,132,73,122,16,No,Ngong Road
SCL03461,07/10/2024,Potatoes 2kg,Produce,Export Trading Group,408,360,210,152,21,No,Thika Road
SCL03462,11/02/2023,Chicken 1kg,Meat,Bakeries Ltd,497,497,360,211,16,No,Karen
SCL03463,30/12/2024,Brookside Milk 500ml,Dairy,Twiga Foods,473,455,230,264,4,No,Ngong Road
SCL03464,05/11/2024,Rice 2kg,Grain,Twiga Foods,402,345,229,182,7,No,Thika Road
